Tema;Pregunta;Respuesta_A;Respuesta_B;Respuesta_C;Respuesta_D;Correcta;Justificacion
Razonamiento Lógico;Si un billete de ida cuesta 8€ y el de vuelta cuesta un 50% más, ¿cuánto cuesta la ida y vuelta?;12€;16€;20€;24€2;Ida = 8€, Vuelta = 8 + (8×0.50) = 12€. Total = 8+12 = 20€.
Razonamiento Lógico;Si "algunos trenes van a Madrid" y "algunos trenes van a Barcelona", ¿puede un tren ir a ambas ciudades?;Sí;No;No se puede saber;Es imposible;2;"Algunos" no excluye que un mismo tren vaya a ambas (con paradas intermedias). No se puede deducir.
Razonamiento Lógico;Si el tren A tiene 5 vagones más que el B, y el B tiene el doble que el C (que tiene 6), ¿cuántos tiene el A?;11;12;17;18;2;C=6, B=12 (doble de C), A=12+5=17.
Razonamiento Lógico;Si "si hay huelga, no hay trenes" y "hay trenes", entonces...;Hay huelga;No hay huelga;Hay pocos trenes;No se puede saber;1;Modus tollens: Si H→no T, y T, entonces no H (no hay huelga).
Razonamiento Lógico;Si 5 billetes cuestan 50€, ¿cuánto cuestan 8 billetes?;60€;70€;80€;90€2;1 billete = 10€. 8 billetes = 80€.
Razonamiento Lógico;Si "todos los trenes de alta velocidad son rápidos" y "el tren X es rápido", ¿es el tren X de alta velocidad?;Sí;No;No se puede saber;Es AVE;2;Ser rápido no implica ser de alta velocidad. Podría ser rápido por otras razones.
Razonamiento Lógico;Si el primer tren sale a las 5:00 y cada 45 minutos sale otro, ¿a qué hora sale el 4º tren?;6:30;7:00;7:15;7:30;2;Tren 1: 5:00, Tren 2: 5:45, Tren 3: 6:30, Tren 4: 7:15.
Razonamiento Lógico;Si A es el triple de B y B es 15, ¿cuánto es A + B?;45;50;60;75;2;A = 3×15 = 45. A+B = 45+15 = 60.
Razonamiento Lógico;Si "ningún AVE para en esta estación" y "este tren es un AVE", ¿para este tren en esta estación?;Sí;No;A veces;No se puede saber;1;Si ningún AVE para y este es un AVE, entonces no para.
Razonamiento Lógico;Si tres amigos compran billetes: Ana paga 15€, Luis el doble que Ana, y María la mitad que Luis. ¿Cuánto paga María?;7.50€;15€;30€;22.50€1;Ana=15€, Luis=30€, María=30/2=15€. Corrigiendo: María=15€.
Razonamiento Lógico;Si "todos los revisores revisan billetes" y "Carlos revisa billetes", ¿es Carlos revisor?;Sí;No;No se puede saber;Solo si tiene uniforme;2;Revisar billetes no implica ser revisor. Podría ser otra persona que revisa.
Razonamiento Lógico;Si un tren tarda 2h en ir y 1.5h en volver por el mismo recorrido, ¿por qué la diferencia?;El tren vuelve más rápido;No se puede saber sin más datos;El tren de vuelta tiene menos paradas;Todas son posibles;3;Sin más datos, todas las explicaciones son posibles.
Razonamiento Lógico;Si "si nieva, hay retrasos" y "no hay retrasos", ¿nieva?;Sí;No;A veces;No se puede saber;1;Modus tollens: Si N→R, y no R, entonces no N. No nieva.
Razonamiento Lógico;Si 2 trenes transportan 200 pasajeros, ¿cuántos pasajeros transportan 5 trenes iguales?;400;450;500;600;2;1 tren = 100 pasajeros. 5 trenes = 500.
Razonamiento Lógico;Si A es más antiguo que B, B es más antiguo que C, y D es más antiguo que A, ¿cuál es el más moderno?;A;B;C;D;2;D > A > B > C. C es el más moderno (más reciente).
Razonamiento Lógico;Si "todos los trenes nocturnos tienen literas" es falso, entonces...;Ningún tren nocturno tiene literas;Todos los trenes nocturnos tienen literas;Algunos trenes nocturnos no tienen literas;Todos tienen literas;2;Si "todos tienen" es falso, entonces "algunos no tienen" es verdadero.
Razonamiento Lógico;Si el billete zona A cuesta 2€ y la zona B cuesta 1€ más que la A, ¿cuánto cuestan 3 billetes zona B?;6€;7€;9€;12€2;Zona B = 2+1 = 3€. 3×3€ = 9€.
Razonamiento Lógico;Si "o el tren sale a las 8 o sale a las 9" y "no sale a las 9", entonces...;Sale a las 8;Sale a las 9;Sale a las 10;No sale;0;Si P o Q, y no Q, entonces P. Sale a las 8.
Razonamiento Lógico;Si un tren tiene 200 plazas y va al 75% de ocupación, ¿cuántos pasajeros lleva?;125;140;150;160;2;200 × 0.75 = 150 pasajeros.
Razonamiento Lógico;Si "todo tren con avería se retrasa" y "el tren 12 tiene avería", ¿qué ocurre?;El tren 12 se retrasa;El tren 12 no se retrasa;El tren 12 se cancela;No se puede saber;0;Si todo tren con avería se retrasa y el 12 tiene avería, se retrasa.
Razonamiento Lógico;Si Pedro tiene el doble de billetes que Ana y Ana tiene 6, ¿cuántos billetes tienen entre los dos?;12;15;18;24;2;Ana=6, Pedro=12. Total=6+12=18.
Razonamiento Lógico;Si "si hay niebla, velocidad reducida" y "velocidad normal", entonces...;Hay niebla;No hay niebla;Hay poca niebla;No se puede saber;1;Modus tollens: Si N→VR, y no VR (normal), entonces no N. No hay niebla.
Razonamiento Lógico;Si un tren consume 50L cada 100km, ¿cuántos litros necesita para 350km?;150L;175L;200L;250L;1;350/100 × 50 = 3.5 × 50 = 175L.
Razonamiento Lógico;Si A=5, B=3, C=8. Si A+B=C es verdadero, ¿qué pasa si A aumenta en 2?;A+B sigue siendo C;A+B > C;A+B < C;No se puede saber;1;Nuevo A=7. 7+3=10. 10>8. A+B > C.
Razonamiento Lógico;Si "algunos pasajeros son estudiantes" y "todos los estudiantes tienen descuento", ¿qué es verdadero?;Todos los pasajeros tienen descuento;Algunos pasajeros tienen descuento;Ningún pasajero tiene descuento;Solo los estudiantes viajan;1;Algunos pasajeros = estudiantes, y todos los estudiantes tienen descuento → algunos pasajeros tienen descuento.
Razonamiento Lógico;Si el tren A va a 100 km/h y el B a 150 km/h en la misma dirección, ¿cuánto tarda B en adelantar a A que tiene 50km de ventaja?;30 min;1 hora;1.5 horas;2 horas;1;Diferencia velocidad = 50 km/h. Tiempo = 50/50 = 1 hora.
Razonamiento Lógico;Si "todos los lunes el tren lleva 2 vagones extra" y hoy no lleva vagones extra, ¿qué día es?;Lunes;No es lunes;Es fin de semana;No se puede saber;1;Si todos los lunes lleva 2 extra y hoy no, entonces hoy no es lunes.
Razonamiento Lógico;Si 3 obreros tardan 6 horas en reparar una vía, ¿cuánto tardan 6 obreros iguales?;2 horas;3 horas;4 horas;12 horas;1;Doble de obreros = mitad de tiempo. 6/2 = 3 horas.
Razonamiento Lógico;Si "si el semáforo está rojo, el tren se detiene" y "el tren no se detuvo", ¿de qué color estaba el semáforo?;Rojo;Verde;Amarillo;No rojo;3;Modus tollens: Si R→D, y no D, entonces no R. No estaba rojo.
Razonamiento Lógico;Si un abono mensual cuesta 50€ y equivale a 20 viajes individuales, ¿cuánto cuesta cada viaje si se compra por separado?;2€;2.50€;3€;5€1;50€/20 = 2.50€ por viaje.
Razonamiento Lógico;Si A es hermano de B, B es hermana de C, y C es padre de D, ¿qué es A de D?;Abuelo;Tío;Primo;Padre;1;A es hermano de C (padre de D), por tanto A es tío de D.
Razonamiento Lógico;Si "todos los trenes tienen conductor" y "este vagón no tiene conductor", ¿este vagón es un tren?;Sí;No;A veces;No se puede saber;1;Si todos los trenes tienen conductor y este no, entonces no es un tren completo.
Razonamiento Lógico;Si el precio del billete sube un 10% cada año y ahora cuesta 10€, ¿cuánto costará en 2 años?;11€;12€;12.10€;13€2;Año 1: 10×1.10=11€. Año 2: 11×1.10=12.10€.
Razonamiento Lógico;Si "si hay obras, hay desvíos" y "hay desvíos", ¿hay obras?;Sí;No;No se puede saber;No hay obras;2;El consecuente no implica el antecedente. Podría haber desvíos por otras razones.
Razonamiento Lógico;Si un tren tiene 8 vagones de 1ª clase y 12 de 2ª, ¿qué porcentaje son de 1ª clase?;30%;35%;40%;45%;2;Total = 20 vagones. 8/20 = 0.40 = 40%.
Razonamiento Lógico;Si A > B > C > D, ¿cuál de estas afirmaciones es falsa?;A > C;B > D;A > D;D > A;3;D es el menor, así que D > A es falsa.
Razonamiento Lógico;Si "ningún tren circula de madrugada" y "este tren circula", ¿cuándo circula este tren?;De madrugada;No de madrugada;A mediodía;No se puede saber;1;Si ningún tren circula de madrugada y este circula, no circula de madrugada.
Razonamiento Lógico;Si 4 máquinas llenan 4 depósitos en 4 horas, ¿cuánto tarda 1 máquina en llenar 1 depósito?;1 hora;2 horas;4 horas;16 horas;2;Cada máquina llena 1 depósito en 4 horas independientemente.
Organización Espacial;Si un tren gira 90° a la derecha mirando al norte, ¿hacia dónde mira ahora?;Sur;Este;Oeste;Norte;1;Norte + 90° derecha = Este.
Organización Espacial;Si estoy en la estación mirando al este y giro 180°, ¿hacia dónde miro?;Norte;Sur;Este;Oeste;1;Este + 180° = Oeste. Corrigiendo: mirando al este, giro 180° → miro al oeste.
Organización Espacial;Si una vía tiene 3 desvíos: A (izquierda), B (recto), C (derecha). Si tomo A y luego B, ¿cuántas direcciones diferentes pude haber tomado al inicio?;1;2;3;4;2;Al inicio pude haber tomado A, B o C = 3 direcciones diferentes.
Organización Espacial;Si un mapa está orientado con el norte arriba, ¿dónde está el sur?;Arriba;Abajo;Izquierda;Derecha;1;En un mapa con norte arriba, el sur está abajo.
Organización Espacial;Si un tren recorre un triángulo equilátero de 30km por lado, ¿cuántos km recorre en total?;60km;70km;90km;120km;2;3 × 30km = 90km.
Organización Espacial;Si estoy mirando al norte y giro 270° a la izquierda, ¿hacia dónde miro?;Norte;Este;Sur;Oeste;1;Norte - 270° = Norte - 270° = Este (equivale a 90° derecha).
Organización Espacial;Si un tren parte de A, va 100km al norte, luego 100km al este, luego 100km al sur. ¿Dónde está respecto a A?;En A;100km al este de A;100km al norte de A;100km al oeste de A;1;Norte 100, Este 100, Sur 100. Está 100km al este del punto A.
Organización Espacial;Si un plano tiene escala 1:50000 y dos estaciones están a 4cm en el plano, ¿cuántos km hay en realidad?;1km;2km;3km;4km;1;4cm × 50000 = 200000cm = 2km.
Organización Espacial;Si una estación tiene 4 andenes numerados del 1 al 4 de izquierda a derecha, ¿cuál está más a la derecha?;Andén 1;Andén 2;Andén 3;Andén 4;3;El Andén 4 es el más a la derecha (el último de la numeración).
Organización Espacial;Si un tren gira 45° a la derecha dos veces consecutivas, ¿cuántos grados ha girado en total?;45°;90°;135°;180°;1;45° + 45° = 90°.
Organización Espacial;Si un mapa tiene la leyenda: ■ = estación, ▲ = puente, ● = túnel. Si veo ■▲● en línea, ¿qué hay entre la estación y el túnel?;Otra estación;Un puente;Un túnel;Nada;1;En la secuencia ■▲●, el puente (▲) está entre la estación (■) y el túnel (●).
Organización Espacial;Si estoy en la plataforma mirando hacia las vías y el tren está a mi derecha, ¿dónde está la salida?;Detrás de mí;A mi izquierda;A mi derecha;No se puede saber;3;Sin conocer la distribución de la estación, no se puede determinar la posición de la salida.
Organización Espacial;Si un tren recorre un cuadrado de 50km por lado, ¿cuántos km recorre?;100km;150km;200km;250km;2;4 × 50km = 200km.
Organización Espacial;Si miro al sur y giro 90° a la izquierda, ¿hacia dónde miro?;Este;Oeste;Norte;Sur;1;Sur + 90° izquierda = Este.
Organización Espacial;Si una línea de tren tiene 8 estaciones en línea recta, ¿cuántos tramos hay entre estaciones?;6;7;8;9;1;Entre 8 estaciones hay 7 tramos.
Organización Espacial;Si un tren está en la vía principal y debe cambiar a la vía paralela usando un desvío que gira 15° a la derecha, ¿qué ángulo forma la nueva vía con la original?;15°;30°;45°;90°;0;El desvío gira 15°, así que el ángulo entre ambas vías es de 15°.
Organización Espacial;Si un plano muestra Madrid en el centro, Barcelona a la derecha y Lisboa a la izquierda, ¿dónde está Lisboa respecto a Barcelona?;Al norte;Al sur;Al este;Al oeste;3;Si Barcelona está a la derecha (este) y Lisboa a la izquierda (oeste), Lisboa está al oeste de Barcelona.
Organización Espacial;Si un tren da una vuelta completa en una rotonda ferroviaria, ¿cuántos grados ha recorrido?;90°;180°;270°;360°;3;Una vuelta completa = 360°.
Organización Espacial;Si estoy en el andén 3 y debo ir al andén 7 pasando por los andenes 4, 5 y 6, ¿cuántos andenes cruzo?;2;3;4;5;1;Cruzo los andenes 4, 5 y 6 = 3 andenes.
Organización Espacial;Si un mapa tiene orientación con norte arriba y veo que el río va de izquierda a derecha, ¿en qué dirección fluye el río?;Norte-Sur;Sur-Norte;Oeste-Este;Este-Oeste;2;Izquierda = Oeste, Derecha = Este. El río fluye de Oeste a Este.
Organización Espacial;Si un tren recorre 5km al norte y luego 5km al sur, ¿dónde está respecto al punto de partida?;5km al norte;5km al sur;En el punto de partida;10km al este;2;5km norte - 5km sur = vuelve al punto de partida.
Organización Espacial;Si una vía férrea tiene un desnivel del 2% y recorre 1000m en horizontal, ¿cuántos metros sube?;10m;20m;30m;50m;1;2% de 1000m = 0.02 × 1000 = 20m.
Organización Espacial;Si giro 3 veces 120° a la derecha, ¿cuántos grados he girado en total?;120°;240°;360°;480°;2;3 × 120° = 360°.
Organización Espacial;Si un tren tiene 4 vagones y cada vagón tiene 2 puertas por lado, ¿cuántas puertas hay en total si contamos solo un lado?;4;6;8;16;2;4 vagones × 2 puertas = 8 puertas en un lado.
Organización Espacial;Si estoy mirando al oeste y quiero mirar al noreste, ¿cuántos grados debo girar a la derecha?;45°;90°;135°;180°2;Oeste → Norte = 90°, Norte → Noreste = 45°. Total = 135° a la derecha.
Organización Espacial;Si un mapa muestra 5 líneas de metro que se cruzan en una estación central, ¿cuántas direcciones salen de esa estación?;5;8;10;12;2;5 líneas × 2 direcciones cada una = 10 direcciones.
Organización Espacial;Si un tren recorre un semicírculo de 5km de radio, ¿cuántos km recorre aproximadamente?;10km;15.7km;20km;31.4km;1;Semicírculo = π × r = 3.14 × 5 = 15.7km.
Organización Espacial;Si una señal está a 3m de altura y otra a 5m, y están separadas 4m en horizontal, ¿cuál es la distancia entre ellas?;3.2m;4.0m;4.5m;5.0m2;Teorema de Pitágoras: √(4² + 2²) = √(16+4) = √20 ≈ 4.47 ≈ 4.5m.
Organización Espacial;Si un tren gira 60° izquierda, luego 30° derecha, luego 90° izquierda, ¿cuál es el giro neto?;120° izquierda;120° derecha;60° izquierda;60° derecha;0;-60° + 30° - 90° = -120° = 120° a la izquierda.
Organización Espacial;Si estoy en el centro de una plaza circular con 6 salidas equidistantes, ¿qué ángulo hay entre cada salida?;30°;45°;60°;90°2;360° / 6 = 60° entre cada salida.
Organización Espacial;Si un tren avanza 3 paradas al norte, 2 al este y 1 al sur, ¿dónde está respecto al inicio?;2 norte, 2 este;3 norte, 2 este;4 norte, 2 este;2 norte, 1 este;0;Norte: 3-1=2. Este: 2. Resultado: 2 al norte, 2 al este.
Organización Espacial;Si un plano está doblado por la mitad y la estación A queda encima de la B, ¿qué relación tienen en el plano original?;Están juntas;Están en lados opuestos;Están en diagonal;No se puede saber;1;Si al doblar quedan una encima de otra, en el plano original están en lados opuestos del pliegue.
Organización Espacial;Si una vía tiene forma de "L" con brazos de 200m y 300m, ¿cuál es la distancia más corta entre los extremos?;260m;360m;420m;500m1;Teorema de Pitágoras: √(200² + 300²) = √(40000+90000) = √130000 ≈ 360.56m.
Organización Espacial;Si un tren recorre un círculo completo y vuelve al punto de inicio tras 40km, ¿cuál es el radio aproximado?;4.3km;6.4km;8.5km;12.7km1;Perímetro = 2πr = 40km. r = 40/(2×3.14) ≈ 6.37km ≈ 6.4km.
Organización Espacial;Si miro al norte y giro hasta mirar al suroeste, ¿cuántos grados he girado a la izquierda?;135°;180°;225°;270°0;Norte → Oeste = 90°, Oeste → Suroeste = 45°. Total izquierda = 135°.
Organización Espacial;Si un mapa tiene norte arriba y una carretera va del noroeste al sureste, ¿en qué dirección general va?;Horizontal;Vertical;Diagonal descendente;Diagonal ascendente2;Del noroeste (arriba-izquierda) al sureste (abajo-derecha) = diagonal descendente.
Organización Espacial;Si un tren recorre 3km al este, 4km al norte y 3km al oeste, ¿a qué distancia está del punto de inicio?;3km;4km;5km;7km1;Este 3, Norte 4, Oeste 3 → Este-Oeste se cancelan. Queda 4km al norte.
Organización Espacial;Si una estación tiene forma rectangular de 100m × 50m, ¿cuál es su perímetro?;150m;200m;250m;300m3;Perímetro = 2(100+50) = 300m.
Organización Espacial;Si un tren parte hacia el noroeste y luego gira 90° a la derecha, ¿hacia dónde va?;Norte;Noreste;Suroeste;Sureste1;Noroeste + 90° derecha = Noreste.
Organización Espacial;Si un mapa escala 1:100000 muestra 7cm entre ciudades, ¿cuántos km son en realidad?;5km;7km;10km;14km1;7cm × 100000 = 700000cm = 7km.
Organización Espacial;Si una vía circular tiene 12km de circunferencia y un tren está en el punto norte, tras recorrer 3km, ¿dónde está?;Punto este;Punto sur;Punto oeste;Punto noreste0;3km de 12km = 1/4 del círculo. Del norte, 1/4 = punto este.
Organización Espacial;Si estoy mirando al sur y giro 225° a la derecha, ¿hacia dónde miro?;Noroeste;Noreste;Suroeste;Sureste0;Sur + 225° derecha: Sur→Oeste(90°)→Norte(180°)→Noroeste(225°).
Organización Espacial;Si una línea de tren forma un triángulo con lados 8km, 15km y 17km, ¿es un triángulo rectángulo?;Sí;No;No se puede saber;Es equilátero;0;8²+15² = 64+225 = 289 = 17². Sí, es rectángulo (Pitágoras).
Organización Espacial;Si un tren recorre 2km al norte, 3km al este, 2km al sur y 3km al oeste, ¿dónde está?;En el punto de inicio;1km al norte;1km al este;2km al sur;0;Norte-Sur se cancelan (2-2=0). Este-Oeste se cancelan (3-3=0). Vuelve al inicio.
Organización Espacial;Si una vía tiene 5 desvíos consecutivos y en cada uno la probabilidad de tomar la rama principal es 50%, ¿cuántas rutas diferentes existen?;8;16;32;64;2;2^5 = 32 rutas diferentes posibles.
Organización Espacial;Si un mapa con norte arriba muestra un río que fluye de arriba a la izquierda hacia abajo a la derecha, ¿en qué dirección fluye?;Norte a sur;Noroeste a sureste;Oeste a este;Noreste a suroeste;1;De arriba-izquierda (noroeste) a abajo-derecha (sureste) = noroeste a sureste.
Organización Espacial;Si un tren recorre un octógono regular de 2km por lado, ¿cuántos km recorre?;12km;14km;16km;18km;2;8 × 2km = 16km.
Organización Espacial;Si estoy en un andén mirando al tren y el tren mira hacia el este, ¿hacia dónde miro yo?;Este;Oeste;Norte;Sur;0;Si el tren mira al este y yo lo miro de frente, yo miro al este (en la misma dirección). Si lo miro de frente desde la plataforma, miro hacia donde apunta el tren = este.
Organización Espacial;Si una línea férrea tiene 20 estaciones y cada estación está a la misma distancia, y la línea mide 100km, ¿a qué distancia está cada estación de la siguiente?;4km;5km;5.26km;10km1;19 tramos entre 20 estaciones. 100/19 ≈ 5.26km.
Organización Espacial;Si un tren gira 120° a la izquierda y luego 60° a la derecha, ¿cuál es el giro neto?;60° izquierda;60° derecha;180° izquierda;180° derecha;0;-120° + 60° = -60° = 60° a la izquierda.
Organización Espacial;Si un plano muestra un edificio al norte de la estación y un parking al sur, ¿dónde está el parking respecto al edificio?;Al norte;Al sur;Al este;Al oeste;1;El parking está al sur de la estación y el edificio al norte, así que el parking está al sur del edificio.
Organización Espacial;Si un tren recorre 6km al norte y luego 8km al este, ¿cuál es la distancia en línea recta desde el inicio?;10km;12km;14km;16km;0;Teorema de Pitágoras: √(6² + 8²) = √(36+64) = √100 = 10km.
Organización Espacial;Si una vía férrea forma un ángulo de 135° con otra, ¿cuál es el ángulo complementario?;35°;45°;55°;65°1;Ángulo complementario = 180° - 135° = 45°.
Organización Espacial;Si estoy mirando al noreste y quiero mirar al noroeste, ¿cuántos grados debo girar a la izquierda?;45°;90°;135°;180°1;Noreste → Norte = 45°, Norte → Noroeste = 45°. Total = 90° izquierda.
Organización Espacial;Si un tren recorre un hexágono regular de 3km por lado, ¿cuántos km recorre?;12km;15km;18km;21km;2;6 × 3km = 18km.
Organización Espacial;Si un mapa tiene norte arriba y veo una carretera que va de abajo a la izquierda hacia arriba a la derecha, ¿en qué dirección va?;Suroeste a noreste;Noroeste a sureste;Sur a norte;Oeste a este;0;De abajo-izquierda (suroeste) a arriba-derecha (noreste) = suroeste a noreste.
Organización Espacial;Si un tren parte del punto A, va 5km al norte, 5km al este, 5km al sur y 5km al oeste, ¿qué forma describe?;Círculo;Triángulo;Cuadrado;Rectángulo;2;4 lados iguales con giros de 90° = cuadrado.
Organización Espacial;Si una vía tiene un radio de curvatura de 500m, ¿cuál es el diámetro de la curva completa?;250m;500m;750m;1000m;3;Diámetro = 2 × radio = 2 × 500 = 1000m.
Organización Espacial;Si un tren gira 15° en cada curva y hay 24 curvas iguales, ¿cuántos grados ha girado en total?;180°;270°;360°;450°2;24 × 15° = 360° = una vuelta completa.
Organización Espacial;Si una estación tiene 3 niveles: planta calle (0), andenes (-1) y aparcamiento (+1), ¿cuántos pisos de diferencia hay entre andenes y aparcamiento?;1;2;3;0;1;De -1 a +1 = 2 pisos de diferencia.
